id,article_id,title,date_published,source,url,text_excerpt,narrative_type,emotion_label,theme_label
171,A1,ICE Raid in Chicago Neighborhood,2019-03-12,WBEZ Chicago,https://example.com/article1,My family still has nightmares about that morning.,direct_testimony,sadness,Legal Barriers
172,A2,Community Reacts to Immigration Enforcement,2020-07-22,Block Club Chicago,https://example.com/article2,She said the officers gave no explanation before detaining her son.,reporter_description,shock,Family Separation
173,A3,Family Separated During Early Morning Raid,2018-11-05,The Chicago Reporter,https://example.com/article3,We watched our neighbors being taken in handcuffs.,reporter_description,neutral,Deportation Defense
174,A4,Witnesses Describe Chaotic ICE Operation,2021-02-14,ProPublica Illinois,https://example.com/article4,He remembers agents surrounding the building.,reporter_description,sadness,Detention Conditions
175,A5,Residents Share Emotional Impact of Raid,2017-09-30,Injustice Watch,https://example.com/article5,People in the community said they feared more raids.,reporter_description,anger,Detention Conditions
176,A1,ICE Raid in Chicago Neighborhood,2019-03-12,WBEZ Chicago,https://example.com/article1,I begged them to let me call my lawyer.,direct_testimony,fear,Family Separation
177,A2,Community Reacts to Immigration Enforcement,2020-07-22,Block Club Chicago,https://example.com/article2,They told reporters about the emotional impact on children.,reporter_description,fear,Detention Conditions
178,A3,Family Separated During Early Morning Raid,2018-11-05,The Chicago Reporter,https://example.com/article3,My mother fainted when they forced my brother into the van.,direct_testimony,fear,Legal Barriers
179,A4,Witnesses Describe Chaotic ICE Operation,2021-02-14,ProPublica Illinois,https://example.com/article4,Witnesses described confusion and chaos outside the home.,reporter_description,fear,Detention Conditions
180,A5,Residents Share Emotional Impact of Raid,2017-09-30,Injustice Watch,https://example.com/article5,We still don’t know why our home was targeted.,direct_testimony,fear,Family Separation
181,A1,ICE Raid in Chicago Neighborhood,2019-03-12,WBEZ Chicago,https://example.com/article1,I remember the officers banging on our door before sunrise.,direct_testimony,fear,Family Separation
182,A2,Community Reacts to Immigration Enforcement,2020-07-22,Block Club Chicago,https://example.com/article2,Neighbors said they saw people being taken without warning.,reporter_description,shock,Detention Conditions
183,A3,Family Separated During Early Morning Raid,2018-11-05,The Chicago Reporter,https://example.com/article3,My children were crying as agents entered our home.,direct_testimony,fear,Family Separation
184,A4,Witnesses Describe Chaotic ICE Operation,2021-02-14,ProPublica Illinois,https://example.com/article4,She described the raid as the most terrifying moment of her life.,reporter_description,disgust,Family Separation
185,A5,Residents Share Emotional Impact of Raid,2017-09-30,Injustice Watch,https://example.com/article5,Witnesses reported that several families were detained.,reporter_description,neutral,Legal Barriers
186,A1,ICE Raid in Chicago Neighborhood,2019-03-12,WBEZ Chicago,https://example.com/article1,They told us to stand outside while they searched the house.,reporter_description,sadness,Legal Barriers
187,A2,Community Reacts to Immigration Enforcement,2020-07-22,Block Club Chicago,https://example.com/article2,We didn’t know where my father was taken.,direct_testimony,fear,Legal Barriers
188,A3,Family Separated During Early Morning Raid,2018-11-05,The Chicago Reporter,https://example.com/article3,He said the agents broke the lock without identifying themselves.,reporter_description,shock,Legal Barriers
189,A4,Witnesses Describe Chaotic ICE Operation,2021-02-14,ProPublica Illinois,https://example.com/article4,I was preparing breakfast when they shouted for us to get out.,direct_testimony,fear,Family Separation
190,A5,Residents Share Emotional Impact of Raid,2017-09-30,Injustice Watch,https://example.com/article5,Residents described agents with rifles moving through the hallway.,reporter_description,sadness,Family Separation
191,A1,ICE Raid in Chicago Neighborhood,2019-03-12,WBEZ Chicago,https://example.com/article1,My family still has nightmares about that morning.,direct_testimony,fear,Family Separation
192,A2,Community Reacts to Immigration Enforcement,2020-07-22,Block Club Chicago,https://example.com/article2,She said the officers gave no explanation before detaining her son.,reporter_description,shock,Legal Barriers
193,A3,Family Separated During Early Morning Raid,2018-11-05,The Chicago Reporter,https://example.com/article3,We watched our neighbors being taken in handcuffs.,reporter_description,sadness,Family Separation
194,A4,Witnesses Describe Chaotic ICE Operation,2021-02-14,ProPublica Illinois,https://example.com/article4,He remembers agents surrounding the building.,reporter_description,neutral,Family Separation
195,A5,Residents Share Emotional Impact of Raid,2017-09-30,Injustice Watch,https://example.com/article5,People in the community said they feared more raids.,reporter_description,neutral,Family Separation
196,A1,ICE Raid in Chicago Neighborhood,2019-03-12,WBEZ Chicago,https://example.com/article1,I begged them to let me call my lawyer.,direct_testimony,fear,Family Separation
197,A2,Community Reacts to Immigration Enforcement,2020-07-22,Block Club Chicago,https://example.com/article2,They told reporters about the emotional impact on children.,reporter_description,fear,Family Separation
198,A3,Family Separated During Early Morning Raid,2018-11-05,The Chicago Reporter,https://example.com/article3,My mother fainted when they forced my brother into the van.,direct_testimony,fear,Family Separation
199,A4,Witnesses Describe Chaotic ICE Operation,2021-02-14,ProPublica Illinois,https://example.com/article4,Witnesses described confusion and chaos outside the home.,reporter_description,anger,Deportation Defense
200,A5,Residents Share Emotional Impact of Raid,2017-09-30,Injustice Watch,https://example.com/article5,We still don’t know why our home was targeted.,direct_testimony,sadness,Detention Conditions
201,A1,ICE Raid in Chicago Neighborhood,2019-03-12,WBEZ Chicago,https://example.com/article1,I remember the officers banging on our door before sunrise.,direct_testimony,sadness,Legal Barriers
202,A2,Community Reacts to Immigration Enforcement,2020-07-22,Block Club Chicago,https://example.com/article2,Neighbors said they saw people being taken without warning.,reporter_description,anger,Detention Conditions
203,A3,Family Separated During Early Morning Raid,2018-11-05,The Chicago Reporter,https://example.com/article3,My children were crying as agents entered our home.,direct_testimony,fear,Community Organizing
204,A4,Witnesses Describe Chaotic ICE Operation,2021-02-14,ProPublica Illinois,https://example.com/article4,She described the raid as the most terrifying moment of her life.,reporter_description,fear,Deportation Defense
205,A5,Residents Share Emotional Impact of Raid,2017-09-30,Injustice Watch,https://example.com/article5,Witnesses reported that several families were detained.,reporter_description,sadness,Family Separation
206,A1,ICE Raid in Chicago Neighborhood,2019-03-12,WBEZ Chicago,https://example.com/article1,They told us to stand outside while they searched the house.,reporter_description,fear,Family Separation
207,A2,Community Reacts to Immigration Enforcement,2020-07-22,Block Club Chicago,https://example.com/article2,We didn’t know where my father was taken.,direct_testimony,sadness,Family Separation
208,A3,Family Separated During Early Morning Raid,2018-11-05,The Chicago Reporter,https://example.com/article3,He said the agents broke the lock without identifying themselves.,reporter_description,shock,Family Separation
209,A4,Witnesses Describe Chaotic ICE Operation,2021-02-14,ProPublica Illinois,https://example.com/article4,I was preparing breakfast when they shouted for us to get out.,direct_testimony,anger,Legal Barriers
210,A5,Residents Share Emotional Impact of Raid,2017-09-30,Injustice Watch,https://example.com/article5,Residents described agents with rifles moving through the hallway.,reporter_description,sadness,Detention Conditions
211,A1,ICE Raid in Chicago Neighborhood,2019-03-12,WBEZ Chicago,https://example.com/article1,My family still has nightmares about that morning.,direct_testimony,sadness,Legal Barriers
212,A2,Community Reacts to Immigration Enforcement,2020-07-22,Block Club Chicago,https://example.com/article2,She said the officers gave no explanation before detaining her son.,reporter_description,sadness,Deportation Defense
213,A3,Family Separated During Early Morning Raid,2018-11-05,The Chicago Reporter,https://example.com/article3,We watched our neighbors being taken in handcuffs.,reporter_description,neutral,Family Separation
214,A4,Witnesses Describe Chaotic ICE Operation,2021-02-14,ProPublica Illinois,https://example.com/article4,He remembers agents surrounding the building.,reporter_description,anger,Deportation Defense
215,A5,Residents Share Emotional Impact of Raid,2017-09-30,Injustice Watch,https://example.com/article5,People in the community said they feared more raids.,reporter_description,shock,Deportation Defense
216,A1,ICE Raid in Chicago Neighborhood,2019-03-12,WBEZ Chicago,https://example.com/article1,I begged them to let me call my lawyer.,direct_testimony,anger,Deportation Defense
217,A2,Community Reacts to Immigration Enforcement,2020-07-22,Block Club Chicago,https://example.com/article2,They told reporters about the emotional impact on children.,reporter_description,fear,Family Separation
218,A3,Family Separated During Early Morning Raid,2018-11-05,The Chicago Reporter,https://example.com/article3,My mother fainted when they forced my brother into the van.,direct_testimony,neutral,Community Organizing
219,A4,Witnesses Describe Chaotic ICE Operation,2021-02-14,ProPublica Illinois,https://example.com/article4,Witnesses described confusion and chaos outside the home.,reporter_description,fear,Family Separation
220,A5,Residents Share Emotional Impact of Raid,2017-09-30,Injustice Watch,https://example.com/article5,We still don’t know why our home was targeted.,direct_testimony,fear,Detention Conditions
221,A1,ICE Raid in Chicago Neighborhood,2019-03-12,WBEZ Chicago,https://example.com/article1,I remember the officers banging on our door before sunrise.,direct_testimony,shock,Community Organizing
222,A2,Community Reacts to Immigration Enforcement,2020-07-22,Block Club Chicago,https://example.com/article2,Neighbors said they saw people being taken without warning.,reporter_description,anger,Family Separation
223,A3,Family Separated During Early Morning Raid,2018-11-05,The Chicago Reporter,https://example.com/article3,My children were crying as agents entered our home.,direct_testimony,fear,Legal Barriers
224,A4,Witnesses Describe Chaotic ICE Operation,2021-02-14,ProPublica Illinois,https://example.com/article4,She described the raid as the most terrifying moment of her life.,reporter_description,surprise,Deportation Defense
225,A5,Residents Share Emotional Impact of Raid,2017-09-30,Injustice Watch,https://example.com/article5,Witnesses reported that several families were detained.,reporter_description,neutral,Family Separation
226,A1,ICE Raid in Chicago Neighborhood,2019-03-12,WBEZ Chicago,https://example.com/article1,They told us to stand outside while they searched the house.,reporter_description,fear,Detention Conditions
227,A2,Community Reacts to Immigration Enforcement,2020-07-22,Block Club Chicago,https://example.com/article2,We didn’t know where my father was taken.,direct_testimony,sadness,Legal Barriers
228,A3,Family Separated During Early Morning Raid,2018-11-05,The Chicago Reporter,https://example.com/article3,He said the agents broke the lock without identifying themselves.,reporter_description,shock,Family Separation
229,A4,Witnesses Describe Chaotic ICE Operation,2021-02-14,ProPublica Illinois,https://example.com/article4,I was preparing breakfast when they shouted for us to get out.,direct_testimony,sadness,Community Organizing
230,A5,Residents Share Emotional Impact of Raid,2017-09-30,Injustice Watch,https://example.com/article5,Residents described agents with rifles moving through the hallway.,reporter_description,fear,Deportation Defense
231,A1,ICE Raid in Chicago Neighborhood,2019-03-12,WBEZ Chicago,https://example.com/article1,My family still has nightmares about that morning.,direct_testimony,sadness,Detention Conditions
232,A2,Community Reacts to Immigration Enforcement,2020-07-22,Block Club Chicago,https://example.com/article2,She said the officers gave no explanation before detaining her son.,reporter_description,neutral,Family Separation
233,A3,Family Separated During Early Morning Raid,2018-11-05,The Chicago Reporter,https://example.com/article3,We watched our neighbors being taken in handcuffs.,reporter_description,anger,Community Organizing
234,A4,Witnesses Describe Chaotic ICE Operation,2021-02-14,ProPublica Illinois,https://example.com/article4,He remembers agents surrounding the building.,reporter_description,anger,Deportation Defense
235,A5,Residents Share Emotional Impact of Raid,2017-09-30,Injustice Watch,https://example.com/article5,People in the community said they feared more raids.,reporter_description,shock,Community Organizing
236,A1,ICE Raid in Chicago Neighborhood,2019-03-12,WBEZ Chicago,https://example.com/article1,I begged them to let me call my lawyer.,direct_testimony,sadness,Legal Barriers
237,A2,Community Reacts to Immigration Enforcement,2020-07-22,Block Club Chicago,https://example.com/article2,They told reporters about the emotional impact on children.,reporter_description,sadness,Family Separation
238,A3,Family Separated During Early Morning Raid,2018-11-05,The Chicago Reporter,https://example.com/article3,My mother fainted when they forced my brother into the van.,direct_testimony,fear,Family Separation
239,A4,Witnesses Describe Chaotic ICE Operation,2021-02-14,ProPublica Illinois,https://example.com/article4,Witnesses described confusion and chaos outside the home.,reporter_description,neutral,Family Separation
240,A5,Residents Share Emotional Impact of Raid,2017-09-30,Injustice Watch,https://example.com/article5,We still don’t know why our home was targeted.,direct_testimony,neutral,Legal Barriers
241,A1,ICE Raid in Chicago Neighborhood,2019-03-12,WBEZ Chicago,https://example.com/article1,I remember the officers banging on our door before sunrise.,direct_testimony,fear,Detention Conditions
242,A2,Community Reacts to Immigration Enforcement,2020-07-22,Block Club Chicago,https://example.com/article2,Neighbors said they saw people being taken without warning.,reporter_description,fear,Legal Barriers
243,A3,Family Separated During Early Morning Raid,2018-11-05,The Chicago Reporter,https://example.com/article3,My children were crying as agents entered our home.,direct_testimony,sadness,Family Separation
244,A4,Witnesses Describe Chaotic ICE Operation,2021-02-14,ProPublica Illinois,https://example.com/article4,She described the raid as the most terrifying moment of her life.,reporter_description,fear,Detention Conditions
245,A5,Residents Share Emotional Impact of Raid,2017-09-30,Injustice Watch,https://example.com/article5,Witnesses reported that several families were detained.,reporter_description,sadness,Community Organizing
246,A1,ICE Raid in Chicago Neighborhood,2019-03-12,WBEZ Chicago,https://example.com/article1,They told us to stand outside while they searched the house.,reporter_description,fear,Legal Barriers
247,A2,Community Reacts to Immigration Enforcement,2020-07-22,Block Club Chicago,https://example.com/article2,We didn’t know where my father was taken.,direct_testimony,anger,Legal Barriers
248,A3,Family Separated During Early Morning Raid,2018-11-05,The Chicago Reporter,https://example.com/article3,He said the agents broke the lock without identifying themselves.,reporter_description,disgust,Legal Barriers
249,A4,Witnesses Describe Chaotic ICE Operation,2021-02-14,ProPublica Illinois,https://example.com/article4,I was preparing breakfast when they shouted for us to get out.,direct_testimony,anger,Community Organizing
250,A5,Residents Share Emotional Impact of Raid,2017-09-30,Injustice Watch,https://example.com/article5,Residents described agents with rifles moving through the hallway.,reporter_description,anger,Family Separation
251,A1,ICE Raid in Chicago Neighborhood,2019-03-12,WBEZ Chicago,https://example.com/article1,My family still has nightmares about that morning.,direct_testimony,anger,Detention Conditions
252,A2,Community Reacts to Immigration Enforcement,2020-07-22,Block Club Chicago,https://example.com/article2,She said the officers gave no explanation before detaining her son.,reporter_description,fear,Detention Conditions
253,A3,Family Separated During Early Morning Raid,2018-11-05,The Chicago Reporter,https://example.com/article3,We watched our neighbors being taken in handcuffs.,reporter_description,neutral,Detention Conditions
254,A4,Witnesses Describe Chaotic ICE Operation,2021-02-14,ProPublica Illinois,https://example.com/article4,He remembers agents surrounding the building.,reporter_description,fear,Family Separation
255,A5,Residents Share Emotional Impact of Raid,2017-09-30,Injustice Watch,https://example.com/article5,People in the community said they feared more raids.,reporter_description,shock,Community Organizing
256,A1,ICE Raid in Chicago Neighborhood,2019-03-12,WBEZ Chicago,https://example.com/article1,I begged them to let me call my lawyer.,direct_testimony,sadness,Family Separation
257,A2,Community Reacts to Immigration Enforcement,2020-07-22,Block Club Chicago,https://example.com/article2,They told reporters about the emotional impact on children.,reporter_description,fear,Family Separation
258,A3,Family Separated During Early Morning Raid,2018-11-05,The Chicago Reporter,https://example.com/article3,My mother fainted when they forced my brother into the van.,direct_testimony,anger,Family Separation
259,A4,Witnesses Describe Chaotic ICE Operation,2021-02-14,ProPublica Illinois,https://example.com/article4,Witnesses described confusion and chaos outside the home.,reporter_description,sadness,Family Separation
260,A5,Residents Share Emotional Impact of Raid,2017-09-30,Injustice Watch,https://example.com/article5,We still don’t know why our home was targeted.,direct_testimony,fear,Detention Conditions
261,A1,ICE Raid in Chicago Neighborhood,2019-03-12,WBEZ Chicago,https://example.com/article1,I remember the officers banging on our door before sunrise.,direct_testimony,sadness,Legal Barriers
262,A2,Community Reacts to Immigration Enforcement,2020-07-22,Block Club Chicago,https://example.com/article2,Neighbors said they saw people being taken without warning.,reporter_description,sadness,Deportation Defense
263,A3,Family Separated During Early Morning Raid,2018-11-05,The Chicago Reporter,https://example.com/article3,My children were crying as agents entered our home.,direct_testimony,neutral,Family Separation
264,A4,Witnesses Describe Chaotic ICE Operation,2021-02-14,ProPublica Illinois,https://example.com/article4,She described the raid as the most terrifying moment of her life.,reporter_description,sadness,Legal Barriers
265,A5,Residents Share Emotional Impact of Raid,2017-09-30,Injustice Watch,https://example.com/article5,Witnesses reported that several families were detained.,reporter_description,fear,Family Separation
266,A1,ICE Raid in Chicago Neighborhood,2019-03-12,WBEZ Chicago,https://example.com/article1,They told us to stand outside while they searched the house.,reporter_description,shock,Detention Conditions
267,A2,Community Reacts to Immigration Enforcement,2020-07-22,Block Club Chicago,https://example.com/article2,We didn’t know where my father was taken.,direct_testimony,sadness,Legal Barriers
268,A3,Family Separated During Early Morning Raid,2018-11-05,The Chicago Reporter,https://example.com/article3,He said the agents broke the lock without identifying themselves.,reporter_description,fear,Family Separation
269,A4,Witnesses Describe Chaotic ICE Operation,2021-02-14,ProPublica Illinois,https://example.com/article4,I was preparing breakfast when they shouted for us to get out.,direct_testimony,fear,Detention Conditions
270,A5,Residents Share Emotional Impact of Raid,2017-09-30,Injustice Watch,https://example.com/article5,Residents described agents with rifles moving through the hallway.,reporter_description,fear,Legal Barriers
271,A1,ICE Raid in Chicago Neighborhood,2019-03-12,WBEZ Chicago,https://example.com/article1,My family still has nightmares about that morning.,direct_testimony,sadness,Legal Barriers
272,A2,Community Reacts to Immigration Enforcement,2020-07-22,Block Club Chicago,https://example.com/article2,She said the officers gave no explanation before detaining her son.,reporter_description,fear,Deportation Defense
273,A3,Family Separated During Early Morning Raid,2018-11-05,The Chicago Reporter,https://example.com/article3,We watched our neighbors being taken in handcuffs.,reporter_description,sadness,Legal Barriers
274,A4,Witnesses Describe Chaotic ICE Operation,2021-02-14,ProPublica Illinois,https://example.com/article4,He remembers agents surrounding the building.,reporter_description,fear,Family Separation
275,A5,Residents Share Emotional Impact of Raid,2017-09-30,Injustice Watch,https://example.com/article5,People in the community said they feared more raids.,reporter_description,shock,Family Separation
276,A1,ICE Raid in Chicago Neighborhood,2019-03-12,WBEZ Chicago,https://example.com/article1,I begged them to let me call my lawyer.,direct_testimony,shock,Legal Barriers
277,A2,Community Reacts to Immigration Enforcement,2020-07-22,Block Club Chicago,https://example.com/article2,They told reporters about the emotional impact on children.,reporter_description,fear,Community Organizing
278,A3,Family Separated During Early Morning Raid,2018-11-05,The Chicago Reporter,https://example.com/article3,My mother fainted when they forced my brother into the van.,direct_testimony,sadness,Legal Barriers
279,A4,Witnesses Describe Chaotic ICE Operation,2021-02-14,ProPublica Illinois,https://example.com/article4,Witnesses described confusion and chaos outside the home.,reporter_description,disgust,Detention Conditions
280,A5,Residents Share Emotional Impact of Raid,2017-09-30,Injustice Watch,https://example.com/article5,We still don’t know why our home was targeted.,direct_testimony,anger,Family Separation
281,A1,ICE Raid in Chicago Neighborhood,2019-03-12,WBEZ Chicago,https://example.com/article1,I remember the officers banging on our door before sunrise.,direct_testimony,sadness,Deportation Defense
282,A2,Community Reacts to Immigration Enforcement,2020-07-22,Block Club Chicago,https://example.com/article2,Neighbors said they saw people being taken without warning.,reporter_description,anger,Detention Conditions
283,A3,Family Separated During Early Morning Raid,2018-11-05,The Chicago Reporter,https://example.com/article3,My children were crying as agents entered our home.,direct_testimony,fear,Legal Barriers
284,A4,Witnesses Describe Chaotic ICE Operation,2021-02-14,ProPublica Illinois,https://example.com/article4,She described the raid as the most terrifying moment of her life.,reporter_description,neutral,Legal Barriers
285,A5,Residents Share Emotional Impact of Raid,2017-09-30,Injustice Watch,https://example.com/article5,Witnesses reported that several families were detained.,reporter_description,anger,Family Separation
286,A1,ICE Raid in Chicago Neighborhood,2019-03-12,WBEZ Chicago,https://example.com/article1,They told us to stand outside while they searched the house.,reporter_description,fear,Detention Conditions
287,A2,Community Reacts to Immigration Enforcement,2020-07-22,Block Club Chicago,https://example.com/article2,We didn’t know where my father was taken.,direct_testimony,anger,Family Separation
288,A3,Family Separated During Early Morning Raid,2018-11-05,The Chicago Reporter,https://example.com/article3,He said the agents broke the lock without identifying themselves.,reporter_description,disgust,Legal Barriers
289,A4,Witnesses Describe Chaotic ICE Operation,2021-02-14,ProPublica Illinois,https://example.com/article4,I was preparing breakfast when they shouted for us to get out.,direct_testimony,anger,Community Organizing
290,A5,Residents Share Emotional Impact of Raid,2017-09-30,Injustice Watch,https://example.com/article5,Residents described agents with rifles moving through the hallway.,reporter_description,surprise,Family Separation
291,A1,ICE Raid in Chicago Neighborhood,2019-03-12,WBEZ Chicago,https://example.com/article1,My family still has nightmares about that morning.,direct_testimony,sadness,Deportation Defense
292,A2,Community Reacts to Immigration Enforcement,2020-07-22,Block Club Chicago,https://example.com/article2,She said the officers gave no explanation before detaining her son.,reporter_description,fear,Detention Conditions
293,A3,Family Separated During Early Morning Raid,2018-11-05,The Chicago Reporter,https://example.com/article3,We watched our neighbors being taken in handcuffs.,reporter_description,fear,Deportation Defense
294,A4,Witnesses Describe Chaotic ICE Operation,2021-02-14,ProPublica Illinois,https://example.com/article4,He remembers agents surrounding the building.,reporter_description,fear,Detention Conditions
295,A5,Residents Share Emotional Impact of Raid,2017-09-30,Injustice Watch,https://example.com/article5,People in the community said they feared more raids.,reporter_description,anger,Legal Barriers
296,A1,ICE Raid in Chicago Neighborhood,2019-03-12,WBEZ Chicago,https://example.com/article1,I begged them to let me call my lawyer.,direct_testimony,fear,Detention Conditions
297,A2,Community Reacts to Immigration Enforcement,2020-07-22,Block Club Chicago,https://example.com/article2,They told reporters about the emotional impact on children.,reporter_description,disgust,Deportation Defense
298,A3,Family Separated During Early Morning Raid,2018-11-05,The Chicago Reporter,https://example.com/article3,My mother fainted when they forced my brother into the van.,direct_testimony,fear,Detention Conditions
299,A4,Witnesses Describe Chaotic ICE Operation,2021-02-14,ProPublica Illinois,https://example.com/article4,Witnesses described confusion and chaos outside the home.,reporter_description,sadness,Deportation Defense
300,A5,Residents Share Emotional Impact of Raid,2017-09-30,Injustice Watch,https://example.com/article5,We still don’t know why our home was targeted.,direct_testimony,disgust,Detention Conditions
